"","pccdd","p","pcc","ndstrelct02","ndistadm","njuntas02","inscr02","pindob02","pmvlb02","prscnc02","prnvct02","pcmb202","palznc02","pintnl02","ppusc02","ppac02","pptrnl02","pfrzdm02","pungnr02","ppln02","pvalid02","pnulos02","pblanc02","precib02","pabst02","dindob02","dunagc02","dmvlb02","drscnc02","dcnvnl02","dagrnl02","drnvct02","daclba02","dcmb202","dalznc02","dintnl02","dpusc02","dpac02","dptrnl02","dfrzdm02","dfrgrc02","dungnr02","dpln02","dvalid02","dnulos02","dblanc02","drecib02","dabst02","rindob02","rhmnmto02","rgtind02","rophmsj02","ryntscz02","rmvlb02","rrscnc02","ralpsjo02","rhmnvrdh02","rcrrsxi02","rdelsol02","rcnvnl02","rautsrp02","rnvcorr02","rhmecbr02","raccqup02","rindblm02","raccglft02","ragrnl02","rrnvct02","raclba02","rcmb202","rgrbecl02","rintnl02","raccsiqi02","rautpr02","rpusc02","rpac02","raljnva02","rptrnl02","rfrzdm02","rfrgrc02","rungnr02","rpln02","rcnclmn02","rvalid02","rnulos02","rblanc02","rrecib02","rabst02","distrito","nddee2006","njuntas06","inscr06","precib06","pvalid06","pclizu06","pintnl06","prnvct06","ppac06","punptr06","ppusc06","paldm06","ppln06","pptrpr06","pmvlb06","prscnc06","pfrzdm06","punacl06","punpcm06","pnulos06","pblanc06","pabst06","drecib06","dvalid06","dclizu06","dacsex06","dintnl06","drnvct06","dpac06","dnvlgf06","dunptr06","daclba06","dintpr06","dpusc06","dauthr06","dmvtrc06","daldm06","dpln06","drstnc06","dframp06","dptrpr06","dmvlb06","dacdml06","dfrgrc06","dunagc06","dgtind06","dautrc06","dfrzdm06","dunacl06","dunpcm06","dvrdec06","dnulos06","dblanc06","dabst06","rrecib06","rvalid06","rfrzcmds06","rclizu06","rintnl06","rrnvct06","rpac06","rmrvpgr06","rnvlgf06","runptr06","raclba06","rgchacc06","raccqup06","rautplr06","rintpr06","rpusc06","rauthr06","ryntscz06","rmvtrcm06","rhmnhd06","rdelsol06","raldm06","rpln06","rrstnclt06","rframp06","rptrpr06","rmvlb06","racdml06","rfrgrc06","rcrrsxi06","rgrbecl06","runagc06","raljnva06","rhmnmto06","rorglbag06","ralpsjo06","rindblm06","rgtind06","raccsiqi06","rautorm06","rautlbcr06","rautrc06","rcmnprcr06","rfrzdm06","rpntcmmr06","rautsrp06","runacl06","runnplm06","runpcm06","rvrdecl06","rnulos06","rblanc06","rabst06","njuntas10","ndistelect10","inscr10","precib10","pvalid10","ppusc10","pintnl10","palzptr10","prnvct10","pframp10","ppln10","pmvlb10","ppac10","pacsex10","pnulos10","pblanc10","pabst10","drecib10","dvalid10","dpusc10","dfrzfma10","dintnl10","dvrdec10","dalzptr10","drnvct10","dframp10","dpln10","dunagc10","drstalj10","dmvlb10","drstnc10","dmvtrc10","dalznyr10","dpac10","dtrncrt10","drsthrd10","dacsex10","dnulos10","dblanc10","dabst10","rrecib10","rvalid10","rpusc10","rcmnprcr10","rcrrsxi10","rtrrzprm10","rintnl10","rcvtbft10","rgchacc10","rvrdecl10","rtlmund10","ralzptr10","rrnvalj10","rpntcmmr10","runnplm10","rrnvct10","rclcmoun10","rframp10","rorglbag10","rclcalsc10","rvvbnair10","raccnrj10","rpln10","rgrbecl10","runagcl10","rclcbrbun10","rclcppar10","rrstalj10","rmvlb10","rrstncl10","rautorm10","rautlbcr10","rmvavsd10","raccsoqi10","raccqup10","rmvtrcm10","runcabg10","runnatn10","rorgscac10","rdelsol10","rclcbrb10","rclchdun10","ralzmyr10","rindblm10","rclcalj10","rpac10","rclclgrm10","rintbrb10","rrsthda10","raccsex10","ryntscz10","rclcfrpp10","rnulos10","rblanc10","rabst10","juntas14","inscr14","pvotosrecibidos14","pvalid14","ppase14","ppac14","ppan14","pde_los_trabajadores14","pfa14","ppin14","ppln14","pml14","ppng14","pppn14","pprc14","pprn14","ppusc14","pnulos14","pblancos14","pabs14","dvotosrecibidos14","dvotosvalidos14","dpase14","dpac14","dpadc14","dpap14","dpan14","dde_los_trabajadores14","dde_los_transportistas14","dfa14","dpin14","dpln14","dml14","dpng14","dnps14","dppid14","dppid_puntarenas14","dppn14","dprc14","dprn14","dpusc14","dverde14","dviviapuntarenas14","dnulos14","dblancos14","dabstencionismo14"
"425",60802,6,608,8,"Sabalito",19,5739,1,25,0,35,10,2,6,1217,606,2,5,5,921,2835,74,27,2936,2803,4,NA,110,4,NA,NA,85,NA,7,23,13,1133,493,9,27,NA,8,889,2805,53,78,2936,2803,5,NA,NA,NA,NA,63,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,6,NA,16,NA,NA,1232,467,NA,NA,16,NA,NA,909,NA,2808,43,85,2936,2803,"Sabalito",8,8,6138,2847,2729,5,4,41,1052,4,120,2,1307,39,121,2,1,11,20,94,24,3291,2848,2699,10,NA,7,137,825,NA,3,NA,NA,256,NA,NA,24,1190,NA,NA,27,152,NA,NA,NA,NA,NA,8,32,28,NA,98,51,3290,2847,2700,NA,NA,NA,108,667,NA,NA,17,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,38,1109,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,162,NA,18,NA,102,45,3291,17,9,6694,3520,3410,80,2,4,15,13,1759,1007,505,25,84,26,3174,3520,3382,685,NA,8,NA,16,50,19,1431,NA,NA,731,NA,NA,NA,340,NA,NA,102,77,61,3174,3520,3364,467,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,1640,NA,NA,NA,NA,NA,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,87,NA,NA,70,86,3174,17,7464,3756,3650,7,573,6,6,1134,11,1235,324,16,33,19,45,241,83,23,3708,3754,3613,50,525,NA,NA,9,20,NA,729,10,1135,165,57,NA,NA,3,28,69,111,647,NA,55,84,57,3710
"426",60803,6,608,7,"Agua Buena",14,4102,1,9,0,27,1,3,8,1097,376,2,4,6,699,2233,79,15,2327,1775,16,NA,44,8,NA,NA,65,NA,4,8,9,1067,311,5,6,NA,2,651,2196,79,52,2327,1775,26,NA,NA,NA,NA,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,4,NA,21,NA,NA,1090,307,NA,NA,12,NA,NA,660,NA,2190,78,60,2328,1774,"Agua Buena",7,7,4278,2163,2031,5,3,33,887,2,75,6,843,36,119,2,1,9,10,108,24,2115,2162,2004,7,NA,1,93,454,NA,10,NA,NA,267,NA,NA,38,822,NA,NA,22,260,NA,NA,NA,NA,NA,12,8,10,NA,111,47,2116,2163,2017,NA,NA,NA,78,403,NA,NA,16,NA,NA,NA,NA,NA,314,NA,NA,NA,NA,NA,44,749,NA,NA,NA,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,2,NA,11,NA,99,47,2115,12,7,4394,2506,2381,48,5,5,14,5,1033,461,791,19,100,25,1888,2506,2349,546,NA,4,NA,16,30,21,833,NA,NA,267,NA,NA,NA,555,NA,NA,77,93,64,1888,2506,2332,319,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,852,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,NA,NA,NA,60,NA,NA,93,81,1888,12,4613,2771,2650,6,588,5,9,850,2,784,156,4,23,17,60,146,107,14,1842,2771,2628,37,602,NA,NA,5,9,NA,518,4,696,74,18,NA,NA,4,20,41,120,451,NA,29,101,42,1842
"427",60804,6,608,8,"Limoncito",9,2166,0,21,2,10,2,3,7,491,278,2,13,8,423,1260,39,32,1331,835,3,NA,50,6,NA,NA,21,NA,5,4,7,447,237,4,57,NA,5,375,1221,40,69,1330,836,2,NA,NA,NA,NA,24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,NA,8,NA,NA,472,178,NA,NA,150,NA,NA,362,NA,1222,46,63,1331,835,"Limoncito",8,8,2286,1158,1107,0,5,20,409,1,92,4,428,26,99,2,3,12,6,32,19,1128,1157,1093,4,NA,7,59,274,NA,3,NA,NA,101,NA,NA,10,384,NA,NA,19,211,NA,NA,NA,NA,NA,3,11,7,NA,37,27,1129,1157,1080,NA,NA,NA,61,288,NA,NA,13,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,7,392,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,5,NA,39,38,1129,9,8,2487,1458,1375,52,1,2,2,11,608,227,458,14,66,17,1029,1458,1370,264,NA,2,NA,11,10,62,482,NA,NA,122,NA,NA,NA,330,NA,NA,87,54,34,1029,1458,1365,214,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,45,NA,NA,53,40,1029,9,2680,1564,1518,10,293,2,3,378,4,561,88,4,4,30,21,120,36,10,1116,1564,1508,19,262,NA,NA,5,9,NA,265,5,528,44,3,NA,NA,3,5,45,57,208,NA,50,31,25,1116
"428",60805,6,608,6,"Pittier",7,1592,0,13,1,2,2,2,3,251,301,0,3,3,274,855,39,7,901,691,3,NA,34,2,NA,NA,5,NA,0,2,3,227,262,1,11,NA,0,296,846,37,18,901,691,3,NA,NA,NA,NA,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,6,NA,NA,231,215,NA,NA,6,NA,NA,373,NA,853,34,14,901,691,"Pittier",6,6,1647,714,679,1,1,28,189,1,30,1,347,10,57,1,1,2,10,32,3,933,715,680,2,NA,1,68,124,NA,2,NA,NA,33,NA,NA,6,311,NA,NA,14,105,NA,NA,NA,NA,NA,5,5,4,NA,16,19,932,715,668,NA,NA,NA,88,122,NA,NA,4,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,5,308,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,8,NA,13,NA,25,22,932,7,6,1650,978,944,5,0,4,7,0,518,236,168,6,28,6,672,978,931,54,NA,1,NA,3,20,5,308,NA,NA,74,NA,NA,NA,165,NA,NA,301,27,20,672,978,934,15,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,NA,NA,NA,69,NA,NA,26,18,672,6,1720,967,939,5,120,3,1,228,1,368,118,0,8,16,33,38,27,1,753,967,933,14,48,NA,NA,4,2,NA,101,1,426,23,3,NA,NA,0,7,69,36,158,NA,41,28,6,753
"429",60901,6,609,25,"Parrita",33,6952,5,123,4,175,11,10,13,1835,598,6,16,11,1497,4304,166,34,4504,2448,13,NA,367,11,NA,NA,233,NA,11,35,9,1713,472,14,29,NA,7,1353,4267,150,82,4499,2453,NA,NA,NA,NA,NA,299,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,1650,560,NA,NA,44,NA,NA,1451,NA,4306,112,87,4505,2447,"Parrita",25,25,7856,4906,4756,5,6,54,989,3,389,3,2541,31,638,3,6,26,62,112,38,2950,4907,4749,9,NA,8,126,381,NA,8,NA,NA,750,NA,NA,6,2809,NA,NA,13,593,NA,NA,NA,NA,NA,12,14,20,NA,102,56,2949,4907,4704,NA,NA,NA,124,492,NA,NA,NA,NA,NA,NA,NA,NA,870,NA,NA,NA,NA,NA,NA,2450,NA,NA,24,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,28,NA,22,NA,116,87,2949,32,24,9503,6134,5942,235,6,12,112,9,3214,1849,463,42,153,39,3369,6133,5870,434,NA,20,NA,13,448,27,2080,NA,NA,2447,NA,NA,NA,320,NA,NA,81,171,92,3370,6133,5884,1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927,NA,NA,NA,NA,NA,NA,1953,NA,NA,NA,NA,NA,1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,101,NA,NA,148,101,3370,33,10844,6448,6261,55,668,6,7,647,9,2292,1649,10,25,128,135,630,155,32,4396,6447,6235,368,359,NA,NA,21,36,NA,242,29,1704,1133,15,NA,NA,21,36,201,201,1726,NA,143,153,59,4397
"430",61001,6,610,13,"Corredor",32,10206,5,143,2,150,39,4,7,2439,1170,7,13,16,1821,5816,260,47,6123,4083,71,NA,498,11,NA,NA,712,NA,52,38,30,1795,906,36,51,NA,16,1548,5764,208,150,6122,4084,92,NA,NA,NA,NA,399,22,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,672,NA,68,NA,NA,NA,NA,1822,912,NA,NA,44,NA,NA,1591,NA,5743,193,185,6121,4085,"Corredor",14,14,11320,6632,6381,11,8,96,2241,6,243,16,3089,54,470,9,8,46,84,204,47,4688,6631,6375,30,NA,20,478,1196,NA,16,NA,NA,315,NA,NA,159,3644,NA,NA,59,340,NA,NA,NA,NA,NA,22,26,70,NA,179,77,4689,6632,6321,NA,62,NA,408,1360,NA,NA,27,NA,NA,NA,NA,NA,467,NA,NA,NA,NA,NA,179,3110,NA,NA,75,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,109,NA,199,112,4688,31,14,12373,7206,6955,235,3,22,63,27,3151,1792,1566,96,222,29,5167,7207,6886,413,NA,36,NA,543,400,130,2522,NA,NA,1077,NA,NA,NA,1440,NA,NA,325,222,99,5166,7207,6849,355,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,576,NA,176,NA,NA,NA,NA,2516,NA,NA,NA,NA,NA,1126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411,NA,NA,NA,273,NA,NA,232,126,5166,31,13753,7908,7664,39,1255,19,19,2258,9,2355,876,15,35,86,152,546,196,48,5845,7907,7640,106,2381,NA,NA,53,55,NA,1075,28,1790,433,18,NA,NA,45,39,317,288,868,NA,144,186,81,5846
"431",61002,6,610,1,"La Cuesta",6,2020,1,14,1,45,3,3,3,474,174,0,6,2,390,1116,40,9,1165,855,3,NA,61,1,NA,NA,120,NA,4,10,8,407,130,3,9,NA,2,339,1097,37,31,1165,855,3,NA,NA,NA,NA,20,31,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,138,NA,4,NA,NA,NA,NA,426,102,NA,NA,5,NA,NA,347,NA,1105,33,27,1165,855,"La Cuesta",1,1,2262,1155,1108,3,0,31,355,2,79,14,501,16,95,1,0,3,8,41,6,1107,1155,1096,5,NA,2,157,179,NA,2,NA,NA,89,NA,NA,58,480,NA,NA,17,75,NA,NA,NA,NA,NA,6,3,23,NA,44,15,1107,1155,1090,NA,6,NA,154,223,NA,NA,5,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,45,458,NA,NA,23,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,NA,39,26,1107,6,1,2579,1344,1304,42,0,5,17,8,598,289,335,10,32,8,1235,1343,1295,134,NA,4,NA,25,128,45,497,NA,NA,142,NA,NA,NA,276,NA,NA,44,29,19,1236,1341,1294,262,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,132,NA,47,NA,NA,NA,NA,466,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,30,NA,NA,28,19,1238,5,2996,1539,1494,14,153,2,3,452,1,580,98,2,6,19,15,149,37,8,1457,1539,1480,65,158,NA,NA,1,10,NA,354,2,495,45,0,NA,NA,3,10,83,35,209,NA,10,44,15,1457
"432",61003,6,610,5,"Canoas",13,4351,2,41,2,124,6,5,2,1017,394,2,9,6,710,2320,96,30,2446,1905,9,NA,161,5,NA,NA,477,NA,5,21,9,739,271,14,16,NA,2,569,2298,90,57,2445,1906,13,NA,NA,NA,NA,114,23,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,375,NA,22,NA,NA,NA,NA,791,260,NA,NA,18,NA,NA,607,NA,2292,91,62,2445,1906,"Canoas",6,6,5445,2829,2715,11,4,114,797,6,141,14,1288,23,270,0,3,22,22,90,24,2616,2827,2693,17,NA,6,497,410,NA,9,NA,NA,173,NA,NA,86,1230,NA,NA,42,190,NA,NA,NA,NA,NA,12,9,12,NA,95,39,2618,2829,2695,NA,19,NA,419,462,NA,NA,13,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,77,1206,NA,NA,52,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,20,NA,80,54,2616,15,6,6563,3031,2904,106,4,5,53,20,1213,816,663,24,102,25,3532,3031,2878,215,NA,8,NA,49,304,109,1097,NA,NA,496,NA,NA,NA,520,NA,NA,80,104,49,3532,3031,2877,247,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,437,NA,108,NA,NA,NA,NA,1026,NA,NA,NA,NA,NA,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,NA,NA,NA,82,NA,NA,100,54,3532,17,7894,3630,3528,15,432,7,12,1028,4,1176,350,11,20,149,63,261,89,13,4264,3630,3506,59,575,NA,NA,13,18,NA,663,13,944,165,11,NA,NA,10,20,456,104,414,NA,41,85,39,4264
"433",61004,6,610,9,"Laurel",15,4496,4,40,1,176,8,8,6,961,499,5,5,6,757,2476,166,32,2674,1822,6,NA,91,7,NA,NA,416,NA,6,42,6,786,360,19,21,NA,2,678,2440,152,80,2672,1824,13,NA,NA,NA,NA,46,10,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,372,NA,20,NA,NA,NA,NA,709,347,NA,NA,12,NA,NA,685,NA,2452,144,78,2674,1822,"Laurel",9,9,5008,2610,2449,11,2,110,846,3,98,37,1064,31,203,2,6,19,17,121,40,2398,2609,2441,21,NA,11,392,496,NA,19,NA,NA,121,NA,NA,168,987,NA,NA,50,145,NA,NA,NA,NA,NA,10,11,10,NA,112,56,2399,2610,2427,NA,26,NA,390,534,NA,NA,35,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,111,969,NA,NA,50,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,17,NA,112,71,2398,14,8,5619,3133,2980,80,1,8,50,10,1295,809,696,31,123,30,2486,3133,2960,164,NA,16,NA,40,310,47,1134,NA,NA,509,NA,NA,NA,625,NA,NA,115,88,85,2486,3132,2949,168,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,375,NA,68,NA,NA,NA,NA,1104,NA,NA,NA,NA,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,NA,NA,NA,83,NA,NA,93,90,2487,14,6479,3684,3508,19,364,12,7,941,9,1192,477,12,14,74,182,205,138,38,2795,3686,3488,62,474,NA,NA,13,30,NA,576,14,972,235,10,NA,NA,11,24,312,362,363,NA,30,136,62,2793
"434",61101,6,611,5,"Jaco",10,3025,4,34,0,3,2,0,3,909,223,1,2,7,673,1861,47,10,1918,1107,4,NA,123,0,NA,NA,18,NA,5,7,2,829,150,3,47,NA,2,648,1838,43,37,1918,1107,NA,NA,NA,NA,NA,52,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,3,133,NA,NA,NA,773,128,NA,NA,111,NA,NA,614,NA,1829,67,22,1918,1107,"Jacó",5,5,3967,2106,2063,0,1,10,424,1,136,4,1301,21,112,2,1,6,44,34,9,1861,2105,2039,1,NA,1,40,248,NA,4,NA,NA,283,NA,NA,2,1248,NA,NA,27,108,NA,NA,NA,NA,NA,26,13,38,NA,41,25,1862,2105,2025,NA,NA,NA,21,149,NA,NA,NA,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,NA,1193,NA,NA,15,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,11,NA,14,NA,58,22,1862,13,5,5308,3093,3034,225,2,6,9,9,1758,659,350,16,50,9,2215,3097,3001,462,NA,19,NA,10,50,33,1602,NA,NA,457,NA,NA,NA,276,NA,NA,92,55,41,2211,3097,2995,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,30,NA,NA,NA,NA,1535,148,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,48,NA,NA,63,39,2211,13,6393,3293,3206,8,575,2,4,404,3,1210,603,3,16,10,44,324,76,11,3100,3293,3191,51,434,NA,NA,106,20,NA,275,4,1067,423,13,NA,NA,4,19,35,130,572,NA,38,72,30,3100
"435",61102,6,611,3,"Tárcoles",9,2787,0,49,0,1,1,1,4,775,437,2,5,4,615,1894,40,24,1958,829,4,NA,257,5,NA,NA,6,NA,4,5,7,716,299,7,26,NA,0,536,1872,43,44,1959,828,NA,NA,NA,NA,NA,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,850,NA,NA,NA,470,70,NA,NA,63,NA,NA,360,NA,1853,80,26,1959,828,"Tárcoles",3,3,2842,1673,1619,1,1,5,382,2,80,0,955,9,144,4,4,14,18,38,16,1169,1673,1595,3,NA,2,22,243,NA,3,NA,NA,211,NA,NA,3,915,NA,NA,15,141,NA,NA,NA,NA,NA,10,11,16,NA,45,33,1169,1673,1603,NA,NA,NA,13,137,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,639,NA,NA,10,NA,NA,NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,13,NA,11,NA,52,18,1169,7,3,3149,2002,1942,77,0,2,5,3,1069,589,183,14,47,13,1147,2002,1893,306,NA,4,NA,3,15,32,920,NA,NA,394,NA,NA,NA,155,NA,NA,64,67,42,1147,2002,1909,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,15,NA,NA,NA,NA,640,561,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,29,NA,NA,68,25,1147,7,3463,2038,1970,7,311,9,6,322,3,744,376,2,8,7,12,163,61,7,1425,2038,1964,20,197,NA,NA,143,9,NA,206,3,758,220,9,NA,NA,1,11,21,33,320,NA,13,59,15,1425
"436",70101,7,701,12,"Limón",101,38054,10,705,20,304,25,44,56,11133,2583,16,83,61,6199,21239,625,168,22032,16022,24,NA,2635,198,NA,135,545,NA,56,180,154,8121,2317,44,1052,NA,71,5596,21128,550,353,22031,16023,NA,NA,NA,NA,NA,2193,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,NA,NA,74,NA,207,NA,NA,8190,2260,NA,NA,644,NA,106,6233,551,21043,519,470,22032,16022,"Limón",14,14,41515,22061,21260,34,78,308,7822,41,1147,65,7771,193,2657,44,63,409,628,601,200,19454,22061,21112,55,NA,392,919,4176,NA,159,NA,NA,3575,NA,675,246,6993,NA,NA,239,2085,NA,NA,NA,NA,NA,230,648,720,NA,681,268,19454,22058,21010,NA,NA,331,1033,4463,NA,NA,189,NA,NA,NA,NA,NA,2665,NA,NA,590,NA,NA,162,7021,NA,NA,365,2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,NA,NA,732,NA,655,NA,696,352,19457,93,15,43715,25672,24936,1177,41,52,367,102,9798,7060,5737,602,601,135,18043,25670,24771,2434,NA,624,NA,238,1541,1420,8874,NA,NA,4716,NA,97,NA,3353,NA,NA,1474,625,274,18045,25675,24698,3458,NA,NA,NA,590,NA,NA,NA,NA,412,NA,NA,NA,1544,NA,1192,NA,NA,NA,NA,7683,NA,NA,NA,NA,NA,4708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490,NA,NA,NA,1621,NA,NA,678,299,18040,83,45426,25712,24875,246,3678,103,98,6074,42,8204,3081,92,331,530,585,1811,674,163,19714,25705,24842,702,2306,NA,NA,245,154,NA,4263,162,7491,2614,135,NA,NA,NA,235,1715,1100,3720,NA,NA,622,241,19721
"437",70102,7,701,14,"Valle la Estrella",24,6986,3,125,13,127,6,15,12,1581,274,13,12,11,1084,3276,132,45,3453,3533,4,NA,318,11,NA,24,141,NA,11,38,33,1269,288,6,50,NA,10,1042,3245,116,111,3472,3514,NA,NA,NA,NA,NA,246,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,22,NA,28,NA,NA,1342,281,NA,NA,48,NA,11,1131,25,3217,105,150,3472,3514,"Valle La Estrella",15,15,7978,3751,3509,12,11,128,598,8,323,7,1812,55,425,12,13,51,54,163,79,4227,3746,3490,19,NA,27,244,375,NA,22,NA,NA,604,NA,43,57,1651,NA,NA,50,289,NA,NA,NA,NA,NA,22,57,30,NA,174,82,4232,3748,3496,NA,NA,22,266,390,NA,NA,22,NA,NA,NA,NA,NA,650,NA,NA,42,NA,NA,48,1642,NA,NA,53,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,44,NA,37,NA,148,104,4230,24,18,8733,4669,4424,311,9,16,90,12,2160,1198,581,47,174,71,4064,4668,4375,839,NA,13,NA,21,268,68,1805,NA,NA,680,NA,32,NA,546,NA,NA,103,145,148,4065,4665,4354,786,NA,NA,NA,35,NA,NA,NA,NA,26,NA,NA,NA,231,NA,49,NA,NA,NA,NA,1946,NA,NA,NA,NA,NA,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,NA,88,NA,NA,158,153,4068,24,9742,5250,4906,42,230,15,35,641,8,1628,1282,19,41,248,44,673,264,80,4492,5255,4910,120,260,NA,NA,24,77,NA,371,13,1211,663,14,NA,NA,NA,41,668,64,1384,NA,NA,236,109,4487
